,Nome,Código,Setor econômico,Subsetor,Segmento,EBIT/ativo,EBIT12M,EBIT3M,EV/EBIT,EV/EBITDA ,LPA,P/Ativos,P/EBIT,P/L,P/VP,P/ativcircLiq,P/capGiro,PSR,ROE,ROIC,VPA,ativo,ativoCirc,cresRec5A,disponib,divBr/patrim,divBruta,divLiq,divYield,giroAtivos,liquidCorr,lucroLiq12M,lucroLiq3M,margBruta,margEBIT,margLiq,max1ano,min1ano,numacs,osc12M,osc2016,osc2017,osc2018,osc2019,osc2020,osc2021,osc30D,oscDia,oscMes,patrimLiq,preço,recLiq12M,recLiq3M,valorFirma,valorMercado
152,EXCELSIOR   ,BAUH4,Consumo não Cíclico,Alimentos Processados,Carnes e Derivados,0.116,15830000.0,4978000.0,29.53,19.92,2.68,3.67,31.64,35.75,6.08,26.44,22.13,2.68,0.17,0.219,15.77,136284000.0,72871000.0,0.094,33308000.0,,0.0,-33308000.0,0.009,1.37,1.45,14007000.0,4107000.0,0.249,0.085,0.075,102.03,75.74,5222000.0,0.291,0.182,0.278,0.776,3.191,0.251,-0.008,0.103,0.0,-0.008,82353000.0,95.9,187133000.0,48963000.0,467482000.0,500790000.0
153,JBS         ,JBSS3,Consumo não Cíclico,Alimentos Processados,Carnes e Derivados,0.117,19470900000.0,5015720000.0,5.98,4.35,1.15,0.39,3.33,21.54,1.65,-1.09,2.49,0.26,0.076,0.16,15.04,166493000000.0,63978700000.0,0.094,22333100000.0,1.87,73797900000.0,51464800000.0,0.023,1.51,1.69,3014380000.0,3132730000.0,0.17,0.077,0.013,29.5,16.42,2623370000.0,-0.153,-0.009,-0.136,0.188,1.226,-0.065,0.046,0.042,0.011,0.046,39446000000.0,24.75,251271000000.0,70081100000.0,116393000000.0,64928500000.0
154,MARFRIG     ,MRFG3,Consumo não Cíclico,Alimentos Processados,Carnes e Derivados,0.203,7774710000.0,1835440000.0,3.52,3.01,3.03,0.25,1.24,4.46,9.98,-0.51,1.9,0.15,2.236,0.298,1.36,38294300000.0,16582900000.0,0.415,9654470000.0,28.43,27430700000.0,17776200000.0,0.0,1.66,1.44,2157590000.0,673665000.0,0.174,0.123,0.055,18.0,6.41,711370000.0,0.107,0.061,0.107,-0.254,0.824,0.463,-0.068,-0.071,-0.01,-0.068,964884000.0,13.53,63433300000.0,16833100000.0,27401000000.0,9624840000.0
155,MINERVA     ,BEEF3,Consumo não Cíclico,Alimentos Processados,Carnes e Derivados,0.1,1810040000.0,465350000.0,5.49,4.7,1.5,0.29,2.88,6.32,4.28,-1.17,0.85,0.28,0.678,0.211,2.22,18100700000.0,12408700000.0,0.188,7340650000.0,9.89,12059300000.0,4718610000.0,0.032,1.03,1.98,826586000.0,58345000.0,0.207,0.098,0.045,14.79,6.41,549573000.0,-0.343,-0.028,-0.099,-0.531,1.573,-0.187,-0.063,-0.081,-0.008,-0.063,1218970000.0,9.5,18563000000.0,5137110000.0,9939550000.0,5220940000.0
156,MINUPAR     ,MNPR3,Consumo não Cíclico,Alimentos Processados,Carnes e Derivados,0.216,51493000.0,12079000.0,0.96,0.86,-2.02,0.21,0.96,-3.44,-0.13,-0.1,-0.12,0.2,0.039,0.227,-51.89,237888000.0,102223000.0,0.048,469.0,-0.0,724.0,255.0,0.0,1.03,0.21,-14321000.0,7380000.0,0.294,0.209,-0.058,7.2,3.6,7100000.0,0.073,-0.237,-0.066,-0.2,1.588,0.186,-0.01,0.071,0.034,-0.01,-368449000.0,6.93,245841000.0,64658000.0,49458000.0,49203000.0
157,MINUPAR     ,MNPR4,Consumo não Cíclico,Alimentos Processados,Carnes e Derivados,0.216,51493000.0,12079000.0,0.64,0.58,-2.02,0.14,0.64,-2.3,-0.09,-0.07,-0.08,0.13,0.039,0.227,-51.89,237888000.0,102223000.0,0.048,469.0,-0.0,724.0,255.0,0.0,1.03,0.21,-14321000.0,7380000.0,0.294,0.209,-0.058,0.0,0.0,7100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-368449000.0,4.63,245841000.0,64658000.0,33128000.0,32873000.0
158,CAMIL,CAML3,Consumo não Cíclico,Alimentos Processados,Alimentos Diversos,0.091,597695000.0,194654000.0,9.26,7.27,1.25,0.61,6.79,8.8,1.47,8.7,1.58,0.57,0.167,0.128,7.46,6604180000.0,4309680000.0,0.254,1198040000.0,0.97,2675190000.0,1477150000.0,0.053,1.08,2.48,461225000.0,129506000.0,0.232,0.084,0.065,13.65,6.6,370000000.0,0.228,0.0,-0.114,-0.08,0.304,0.293,-0.009,-0.046,-0.006,-0.009,2761270000.0,10.97,7127330000.0,1993820000.0,5536050000.0,4058900000.0
159,JOSAPAR     ,JOPA3,Consumo não Cíclico,Alimentos Processados,Alimentos Diversos,0.072,150197000.0,71362000.0,6.43,5.79,4.53,0.18,2.47,7.72,0.69,8.89,0.63,0.25,0.089,0.095,51.05,2099740000.0,1425520000.0,0.062,418404000.0,1.88,1013700000.0,595292000.0,0.008,0.71,1.7,47950000.0,21626000.0,0.308,0.101,0.037,43.0,22.76,10582000.0,0.31,1.175,0.087,-0.051,0.21,0.31,0.0,0.0,0.0,0.0,540231000.0,35.0,1481960000.0,510783000.0,965662000.0,370370000.0
160,JOSAPAR     ,JOPA4,Consumo não Cíclico,Alimentos Processados,Alimentos Diversos,0.072,150197000.0,71362000.0,6.22,5.61,4.53,0.16,2.26,7.08,0.63,8.14,0.58,0.23,0.089,0.095,51.05,2099740000.0,1425520000.0,0.062,418404000.0,1.88,1013700000.0,595292000.0,0.01,0.71,1.7,47950000.0,21626000.0,0.308,0.101,0.037,32.06,22.75,10582000.0,0.41,0.163,0.315,-0.22,0.244,0.41,0.0,0.0,0.0,0.0,540231000.0,32.06,1481960000.0,510783000.0,934551000.0,339259000.0
161,M.DIASBRANCO,MDIA3,Consumo não Cíclico,Alimentos Processados,Alimentos Diversos,0.072,698611000.0,152294000.0,15.98,11.73,2.42,1.12,15.51,13.22,1.67,13.34,6.1,1.5,0.126,0.086,19.18,9677290000.0,3987180000.0,0.082,1322800000.0,0.25,1650340000.0,327539000.0,0.014,0.75,1.8,819618000.0,265381000.0,0.35,0.096,0.113,44.49,26.48,339000000.0,-0.153,0.789,0.373,-0.172,-0.109,-0.092,-0.061,-0.079,-0.016,-0.061,6502650000.0,31.97,7244910000.0,2028950000.0,11165400000.0,10837800000.0
162,ODERICH     ,ODER3,Consumo não Cíclico,Alimentos Processados,Alimentos Diversos,0.0,84857000.0,30515000.0,,,0.0,,,0.0,0.0,,,,0.259,,0.0,504585000.0,362665000.0,0.08,39827000.0,,129474000.0,89647000.0,0.0,,,62881000.0,23538000.0,,,0.0,0.0,0.0,11287000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242636000.0,0.0,537483000.0,162850000.0,,0.0
163,ODERICH     ,ODER4,Consumo não Cíclico,Alimentos Processados,Alimentos Diversos,0.0,84857000.0,30515000.0,,,0.0,,,0.0,0.0,,,,0.259,,0.0,504585000.0,362665000.0,0.08,39827000.0,,129474000.0,89647000.0,0.0,,,62881000.0,23538000.0,,,0.0,0.0,0.0,11287000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242636000.0,0.0,537483000.0,162850000.0,,0.0
164,AMBEV S/A,ABEV3,Consumo não Cíclico,Bebidas,Cervejas e Refrigerantes,0.109,13789500000.0,3578590000.0,17.1,12.62,0.55,1.98,18.28,29.0,3.23,-30.07,28.57,4.53,0.111,0.155,4.96,127057000000.0,39098800000.0,0.045,23103400000.0,0.09,6855010000.0,-16248400000.0,0.031,0.44,1.29,8693090000.0,2274800000.0,0.547,0.248,0.163,18.52,10.73,15735100000.0,-0.124,-0.015,0.331,-0.256,0.241,-0.142,0.029,0.016,-0.015,0.029,78006300000.0,16.02,55679200000.0,15604500000.0,235828000000.0,252077000000.0
165,GRUPO NATURA      ,NTCO3,Consumo não Cíclico,Produtos de Uso Pessoal e de Limpeza,Produtos de Uso Pessoal,0.044,2802900000.0,994510000.0,29.02,29.02,-0.49,1.07,24.54,-102.33,2.8,-3.34,28.87,1.75,-0.027,0.056,17.89,64320600000.0,19099300000.0,,7950840000.0,0.83,20518000000.0,12567200000.0,0.0,0.61,1.14,-672123000.0,381706000.0,0.67,0.071,-0.017,53.62,21.3,1375020000.0,0.073,0.0,0.0,0.0,0.052,0.355,-0.047,-0.025,-0.023,-0.047,24600500000.0,50.02,39369400000.0,10419500000.0,81345600000.0,68778400000.0
166,BOMBRIL     ,BOBR3,Consumo não Cíclico,Produtos de Uso Pessoal e de Limpeza,Produtos de Limpeza,0.184,122316000.0,34103000.0,3.86,3.28,0.15,0.39,2.13,6.77,-1.08,-0.41,-1.37,0.24,-0.159,0.246,-0.93,665953000.0,267158000.0,0.004,16630000.0,-0.95,228260000.0,211630000.0,0.0,1.62,0.58,38463000.0,13342000.0,0.35,0.114,0.036,0.0,0.0,260510000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-241275000.0,1.0,1077420000.0,307046000.0,472140000.0,260510000.0
167,BOMBRIL     ,BOBR4,Consumo não Cíclico,Produtos de Uso Pessoal e de Limpeza,Produtos de Limpeza,0.184,122316000.0,34103000.0,7.08,6.01,0.15,0.98,5.35,17.0,-2.71,-1.02,-3.44,0.61,-0.159,0.246,-0.93,665953000.0,267158000.0,0.004,16630000.0,-0.95,228260000.0,211630000.0,0.0,1.62,0.58,38463000.0,13342000.0,0.35,0.114,0.036,2.7,1.26,260510000.0,-0.104,0.43,1.433,-0.47,-0.221,0.088,0.131,0.23,-0.004,0.131,-241275000.0,2.51,1077420000.0,307046000.0,865510000.0,653880000.0
168,CARREFOUR BR,CRFB3,Consumo não Cíclico,Comércio e Distribuição,Alimentos,0.091,4239000000.0,1064000000.0,10.43,8.28,1.19,0.83,9.15,16.35,2.62,-4.88,16.82,0.58,0.16,0.121,7.45,46481000000.0,22436000000.0,0.13,2456000000.0,0.53,7891000000.0,5435000000.0,0.013,1.45,1.11,2372000000.0,687000000.0,0.2,0.063,0.038,23.5,16.95,1985200000.0,-0.161,0.0,0.024,0.21,0.304,-0.161,0.008,0.003,-0.02,0.008,14780000000.0,19.54,67403000000.0,18218000000.0,44225800000.0,38790800000.0
169,GRUPO MATEUS,GMAT3,Consumo não Cíclico,Comércio e Distribuição,Alimentos,0.0,0.0,276934000.0,,,0.0,3.4,,0.0,7.88,24.83,8.15,,,,1.13,5760520000.0,3998030000.0,,811985000.0,0.74,1840990000.0,1029000000.0,0.0,,2.51,0.0,235369000.0,,,,9.0,7.7,2209350000.0,-0.009,0.0,0.0,0.0,0.0,-0.066,0.061,0.066,-0.005,0.061,2488200000.0,8.87,0.0,3637700000.0,20625900000.0,19596900000.0
170,P.ACUCAR-CBD,PCAR3,Consumo não Cíclico,Comércio e Distribuição,Alimentos,0.086,5410000000.0,1490000000.0,5.7,3.98,2.34,0.33,3.83,33.02,1.58,-0.79,-9.73,0.26,0.048,0.123,48.78,63240000000.0,20819000000.0,0.112,7283000000.0,1.33,17394000000.0,10111000000.0,0.008,1.25,0.91,628000000.0,386000000.0,0.215,0.068,0.01,93.68,55.0,268352000.0,-0.153,-0.148,0.808,0.013,0.056,-0.148,0.03,0.04,-0.017,0.03,13091000000.0,77.27,79058000000.0,21289000000.0,30846600000.0,20735600000.0
171,P.ACUCAR-CBD,PCAR4,Consumo não Cíclico,Comércio e Distribuição,Alimentos,0.086,5410000000.0,1490000000.0,5.45,3.8,2.34,0.31,3.58,30.81,1.48,-0.74,-9.08,0.24,0.048,0.123,48.78,63240000000.0,20819000000.0,0.112,7283000000.0,1.33,17394000000.0,10111000000.0,0.0,1.25,0.91,628000000.0,386000000.0,0.215,0.068,0.01,90.08,72.04,268352000.0,-0.214,0.308,0.447,0.042,0.091,-0.177,0.0,0.0,0.0,0.0,13091000000.0,72.11,79058000000.0,21289000000.0,29461900000.0,19350900000.0
172,P.ACUCAR-CBD,PCAR5,Consumo não Cíclico,Comércio e Distribuição,Alimentos,0.086,5410000000.0,1490000000.0,5.2,3.63,2.34,0.28,3.33,28.68,1.38,-0.69,-8.45,0.23,0.048,0.123,48.78,63240000000.0,20819000000.0,0.112,7283000000.0,1.33,17394000000.0,10111000000.0,0.0,1.25,0.91,628000000.0,386000000.0,0.215,0.068,0.01,0.0,0.0,268352000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13091000000.0,67.12,79058000000.0,21289000000.0,28122800000.0,18011800000.0
173,ALPHAVILLE,AVLL3,Consumo Cíclico,Construção Civil,Incorporações,0.0,0.0,-34261000.0,,,0.0,0.24,,0.0,2.56,-0.43,4.03,,,,8.6,2068130000.0,721821000.0,,90169000.0,5.14,991335000.0,901166000.0,0.0,,1.2,0.0,-2265000.0,,,,29.22,21.73,22415800.0,-0.247,0.0,0.0,0.0,0.0,-0.192,-0.068,-0.203,0.0,-0.068,192794000.0,21.99,0.0,96033000.0,1394090000.0,492923000.0
174,CONST A LIND,CALI3,Consumo Cíclico,Construção Civil,Incorporações,-0.099,-12104000.0,-3794000.0,-4.2,-4.31,-22.4,0.3,-3.02,-4.38,46.59,-0.69,0.7,2.26,21.69,-0.132,2.11,121736000.0,67668000.0,-0.215,19973000.0,43.77,34312000.0,14339000.0,0.0,0.13,4.44,-8332000.0,-2768000.0,-0.015,-0.748,-0.515,0.0,0.0,372.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,784.0,98.18,16191000.0,7780000.0,50862000.0,36523000.0
175,CONST A LIND,CALI4,Consumo Cíclico,Construção Civil,Incorporações,-0.099,-12104000.0,-3794000.0,-2.72,-2.79,-22.4,0.15,-1.54,-2.23,23.72,-0.35,0.35,1.15,21.69,-0.132,2.11,121736000.0,67668000.0,-0.215,19973000.0,43.77,34312000.0,14339000.0,0.0,0.13,4.44,-8332000.0,-2768000.0,-0.015,-0.748,-0.515,50.21,48.0,372.0,-0.004,0.0,-0.31,-0.225,-0.306,-0.002,0.0,0.0,0.0,0.0,784.0,50.0,16191000.0,7780000.0,32939000.0,18600000.0
176,CR2         ,CRDE3,Consumo Cíclico,Construção Civil,Incorporações,-0.03,-3979000.0,-1898000.0,-11.37,-11.39,-1.32,0.47,-15.86,-19.68,0.52,4.38,2.92,9.46,-0.027,-0.035,49.7,133136000.0,27182000.0,-0.115,17877000.0,,0.0,-17877000.0,0.555,0.05,4.89,-3208000.0,-1071000.0,0.81,-0.596,-0.486,28.0,14.51,2422000.0,0.185,0.0,0.057,-0.326,0.774,0.359,-0.059,-0.042,-0.005,-0.059,120364000.0,26.06,6675000.0,735.0,45240300.0,63117300.0
177,CURY S/A,CURY3,Consumo Cíclico,Construção Civil,Incorporações,0.0,0.0,70298000.0,,,0.0,1.88,,0.0,7.34,9.11,4.66,,,,1.57,1795230000.0,1535010000.0,,609849000.0,0.67,306192000.0,-303657000.0,0.0,,1.89,0.0,49355000.0,,,,11.59,9.36,291875000.0,0.235,0.0,0.0,0.0,0.0,0.111,0.112,0.1,0.015,0.112,459687000.0,11.56,0.0,325898000.0,3070420000.0,3374080000.0
178,CYRELA REALT,CYRE3,Consumo Cíclico,Construção Civil,Incorporações,0.048,547480000.0,214032000.0,21.76,20.44,4.12,1.0,20.75,6.89,1.81,21.56,3.17,2.84,0.263,0.058,15.66,11391800000.0,5372160000.0,0.078,1884620000.0,0.39,2434570000.0,549948000.0,0.064,0.35,3.01,1648240000.0,1403280000.0,0.325,0.137,0.441,32.45,11.75,399743000.0,-0.111,0.446,0.298,0.265,1.059,0.052,-0.036,-0.019,0.006,-0.036,6261200000.0,28.42,4000270000.0,1163500000.0,11910600000.0,11360700000.0
179,CYRELA REALT,CYRE4,Consumo Cíclico,Construção Civil,Incorporações,0.048,547480000.0,214032000.0,7.21,6.77,4.12,0.3,6.21,2.06,0.54,6.45,0.95,0.85,0.263,0.058,15.66,11391800000.0,5372160000.0,0.078,1884620000.0,0.39,2434570000.0,549948000.0,0.0,0.35,3.01,1648240000.0,1403280000.0,0.325,0.137,0.441,0.0,0.0,399743000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6261200000.0,8.5,4000270000.0,1163500000.0,3947760000.0,3397820000.0
180,DIRECIONAL  ,DIRR3,Consumo Cíclico,Construção Civil,Incorporações,0.044,232168000.0,66109000.0,9.45,8.14,0.66,0.41,9.16,21.11,1.6,-1.56,1.13,1.47,0.076,0.057,8.66,5247520000.0,2433390000.0,0.051,1093710000.0,0.87,1161720000.0,68012900.0,0.058,0.28,4.44,100711000.0,28554000.0,0.346,0.161,0.089,17.31,6.76,153399000.0,-0.148,0.403,0.24,0.457,1.168,-0.073,0.059,0.071,-0.011,0.059,1328160000.0,13.86,1443090000.0,375532000.0,2194120000.0,2126110000.0
181,EVEN        ,EVEN3,Consumo Cíclico,Construção Civil,Incorporações,0.031,170686000.0,48268000.0,12.15,11.63,0.63,0.44,14.42,18.3,1.34,2.06,0.92,1.45,0.073,0.041,8.68,5570520000.0,4206180000.0,-0.02,1345140000.0,0.52,958231000.0,-386906000.0,0.013,0.3,2.73,134532000.0,40774000.0,0.259,0.101,0.1,18.8,5.2,212000000.0,-0.326,-0.034,0.551,0.045,1.593,-0.211,-0.034,-0.093,0.001,-0.034,1839420000.0,11.61,1695620000.0,434683000.0,2074410000.0,2461320000.0
182,EZTEC       ,EZTC3,Consumo Cíclico,Construção Civil,Incorporações,0.052,235028000.0,71546000.0,32.17,30.67,1.64,1.96,37.67,23.72,2.2,4.76,4.52,9.01,0.093,0.073,17.74,4525850000.0,2299520000.0,0.036,1293880000.0,0.0,2556000.0,-1291320000.0,0.008,0.22,6.75,373193000.0,119800000.0,0.428,0.239,0.389,59.63,24.53,227000000.0,-0.338,0.452,0.645,0.185,1.528,-0.166,-0.091,-0.113,-0.015,-0.091,4027600000.0,39.0,983007000.0,271609000.0,7561680000.0,8853000000.0
183,GAFISA      ,GFSA3,Consumo Cíclico,Construção Civil,Incorporações,0.005,16541000.0,960.0,84.92,56.26,-0.19,0.37,77.98,-22.05,0.85,1.8,1.07,3.07,-0.039,0.006,5.02,3445750000.0,2648440000.0,-0.336,630660000.0,0.49,745498000.0,114838000.0,0.0,0.12,1.84,-58496000.0,-56493000.0,0.247,0.039,-0.142,8.94,2.51,300676000.0,-0.512,-0.198,0.307,-0.174,-0.429,-0.441,-0.014,-0.095,0.044,-0.014,1509620000.0,4.29,420308000.0,148632000.0,1404740000.0,1289900000.0
184,HELBOR      ,HBOR3,Consumo Cíclico,Construção Civil,Incorporações,-0.003,-11663000.0,15750000.0,-199.29,-10686600000.0,-0.2,0.31,-117.52,-51.52,1.1,3.05,0.59,1.13,-0.021,-0.003,9.32,4493230000.0,3326060000.0,0.109,658039000.0,1.29,1611740000.0,953706000.0,0.0,0.27,3.38,-26603000.0,15173000.0,0.137,-0.01,-0.012,23.9,5.75,133851000.0,-0.572,0.121,0.324,-0.23,2.013,-0.462,-0.163,-0.126,-0.027,-0.163,1246960000.0,10.24,1211040000.0,322128000.0,2324340000.0,1370630000.0
185,JHSF PART   ,JHSF3,Consumo Cíclico,Construção Civil,Incorporações,0.067,469603000.0,212851000.0,11.71,11.09,0.97,0.72,10.78,7.61,1.33,-2.93,5.68,5.26,0.174,0.076,5.54,7031620000.0,1448070000.0,0.23,863585000.0,0.34,1297000000.0,433412000.0,0.019,0.14,2.6,665776000.0,179558000.0,0.651,0.488,0.686,10.32,2.96,689024000.0,-0.144,0.174,0.237,0.096,2.942,0.116,-0.059,-0.064,0.001,-0.059,3819820000.0,7.35,962653000.0,355849000.0,5497740000.0,5064330000.0
186,JOAO FORTES ,JFEN3,Consumo Cíclico,Construção Civil,Incorporações,-0.084,-147337000.0,-52198000.0,-7.18,-7.25,-3.86,0.26,-3.09,-1.12,1.36,-5.65,0.94,4.61,-1.209,-0.088,3.2,1754150000.0,1412640000.0,-0.418,16806000.0,1.84,619803000.0,602997000.0,0.0,0.06,1.52,-406428000.0,-217295000.0,-0.628,-1.492,-4.331,10.81,1.49,105204000.0,1.689,-0.287,-0.274,-0.606,-0.492,-0.221,0.634,0.0,0.0,0.0,336159000.0,4.33,98781000.0,8099000.0,1058530000.0,455533000.0
187,LAVVI,LAVV3,Consumo Cíclico,Construção Civil,Incorporações,0.0,0.0,30271000.0,,,0.0,1.14,,0.0,1.55,1.62,1.48,,,,5.54,1616150000.0,1474590000.0,,1017840000.0,0.04,52316000.0,-965524000.0,0.0,,6.48,0.0,17640000.0,,,,9.55,7.15,214629000.0,-0.066,0.0,0.0,0.0,0.0,0.001,-0.066,-0.095,0.012,-0.066,1188780000.0,8.58,0.0,86696000.0,875993000.0,1841520000.0
188,MELNICK,MELK3,Consumo Cíclico,Construção Civil,Incorporações,0.0,0.0,12450000.0,,,0.0,0.67,,0.0,1.15,1.51,1.26,,,,5.57,1978900000.0,1667210000.0,,863405000.0,0.23,267985000.0,-595420000.0,0.0,,2.72,0.0,10102000.0,,,,8.54,6.38,207969000.0,-0.241,0.0,0.0,0.0,0.0,-0.088,-0.168,-0.186,0.003,-0.168,1158710000.0,6.4,0.0,111748000.0,735584000.0,1331000000.0
189,MITRE REALTY,MTRE3,Consumo Cíclico,Construção Civil,Incorporações,0.032,41728000.0,27810000.0,23.96,22.1,0.3,1.32,41.12,54.8,1.73,2.13,1.93,4.53,0.031,0.081,9.4,1295690000.0,1107310000.0,,769165000.0,0.05,53326000.0,-715839000.0,0.0,0.29,5.12,31310000.0,22544000.0,0.319,0.11,0.084,20.79,9.39,105775000.0,-0.22,0.0,0.0,0.0,0.0,-0.182,-0.046,0.075,0.006,-0.046,994221000.0,16.22,378587000.0,143404000.0,999831000.0,1715670000.0
190,MOURA DUBEUX,MDNE3,Consumo Cíclico,Construção Civil,Incorporações,0.016,34516000.0,32780000.0,29.18,27.09,-1.64,0.42,25.81,-6.42,0.89,-5.82,1.63,2.12,-0.139,0.017,11.8,2108390000.0,959282000.0,-0.15,51062000.0,0.17,167372000.0,116310000.0,0.0,0.2,2.33,-138841000.0,13143000.0,0.256,0.082,-0.344,18.71,4.36,84909000.0,-0.44,0.0,0.0,0.0,0.0,-0.38,-0.096,-0.106,-0.009,-0.096,1001880000.0,10.49,419606000.0,198488000.0,1007010000.0,890695000.0
191,MRV         ,MRVE3,Consumo Cíclico,Construção Civil,Incorporações,0.045,783053000.0,220507000.0,17.01,15.04,1.05,0.54,12.16,18.85,1.7,-3.24,1.82,1.5,0.09,0.049,11.63,17566300000.0,8658420000.0,0.112,1080300000.0,0.87,4878300000.0,3798000000.0,0.028,0.36,2.52,505174000.0,140584000.0,0.285,0.123,0.09,21.23,10.01,482875000.0,-0.091,0.356,0.436,0.061,0.856,-0.106,0.052,0.012,-0.001,0.052,5616190000.0,19.72,6363880000.0,1779840000.0,13320300000.0,9522290000.0
192,PDG REALT   ,PDGR3,Consumo Cíclico,Construção Civil,Incorporações,-0.044,-79103000.0,-21991000.0,-20.55,-21.2,-100.7,0.02,-0.43,-0.04,-0.01,-0.01,-0.01,0.16,0.151,-0.051,-667.98,1803170000.0,1406800000.0,-0.165,129772000.0,-0.32,1721350000.0,1591580000.0,0.0,0.12,0.36,-812346000.0,-163115000.0,0.131,-0.38,-3.953,8.84,2.79,8067000.0,-0.493,-0.279,0.908,-0.511,-0.334,-0.467,0.063,0.05,0.002,0.063,-5388620000.0,4.21,208178000.0,39672000.0,1625540000.0,33962100.0
193,PLANOEPLANO,PLPL3,Consumo Cíclico,Construção Civil,Incorporações,0.0,0.0,107033000.0,,,0.0,1.52,,0.0,6.8,8.23,1.88,,,,1.05,958915000.0,921669000.0,,297988000.0,1.75,374557000.0,76569000.0,0.0,,6.26,0.0,82744000.0,,,,10.08,6.6,204256000.0,-0.257,0.0,0.0,0.0,0.0,-0.209,-0.06,-0.135,0.027,-0.06,214406000.0,7.14,0.0,625863000.0,1534960000.0,1458390000.0
194,RNI,RDNI3,Consumo Cíclico,Construção Civil,Incorporações,0.005,8053000.0,-5734000.0,106.23,66.93,-0.14,0.32,62.34,-81.28,0.83,-1.55,1.79,1.5,-0.01,0.006,13.83,1554280000.0,618213000.0,-0.066,89730000.0,0.73,443194000.0,353464000.0,0.001,0.22,1.83,-6177000.0,1934000.0,0.244,0.024,-0.014,16.62,5.39,43770000.0,-0.308,0.342,0.128,-0.106,1.866,-0.26,-0.015,0.016,-0.011,-0.015,605155000.0,11.47,334558000.0,70118000.0,855506000.0,502042000.0
195,ROSSI RESID ,RSID3,Consumo Cíclico,Construção Civil,Incorporações,-0.039,-71139000.0,-26989000.0,-21.26,-23.13,-9.19,0.1,-2.59,-1.17,-0.25,-0.1,-0.17,3.45,0.216,-0.044,-42.52,1830090000.0,677719000.0,-0.5,49539000.0,-1.89,1377250000.0,1327710000.0,0.0,0.03,0.38,-157657000.0,-77620000.0,0.097,-1.331,-3.039,11.25,3.51,17153300.0,0.183,-0.156,1.663,-0.263,0.721,-0.275,0.621,0.672,0.076,0.621,-729329000.0,10.75,53441000.0,14247000.0,1512110000.0,184398000.0
196,TECNISA     ,TCSA3,Consumo Cíclico,Construção Civil,Incorporações,-0.057,-95871000.0,-27909000.0,-8.95,-9.77,-2.63,0.39,-6.92,-3.42,0.82,-2.33,2.54,2.47,-0.24,-0.067,10.95,1689060000.0,593330000.0,-0.079,239651000.0,0.54,434821000.0,195170000.0,0.0,0.16,1.79,-193780000.0,-35393000.0,-0.044,-0.357,-0.732,22.08,6.05,73619000.0,-0.584,-0.005,-0.037,-0.296,0.262,-0.459,-0.098,-0.103,-0.009,-0.098,806412000.0,9.01,268561000.0,59065000.0,858477000.0,663307000.0
197,TENDA,TEND3,Consumo Cíclico,Construção Civil,Incorporações,0.082,337594000.0,109791000.0,8.48,7.67,1.96,0.76,9.22,15.22,2.11,7.34,1.55,1.46,0.138,0.129,14.17,4109370000.0,3053170000.0,0.215,1402810000.0,0.78,1152150000.0,-250665000.0,0.017,0.52,2.93,204551000.0,70497000.0,0.315,0.158,0.096,38.91,17.56,104344000.0,-0.184,0.0,0.364,0.636,0.93,0.017,-0.012,-0.003,-0.001,-0.012,1479060000.0,29.84,2139580000.0,654503000.0,2862960000.0,3113630000.0
198,TRISUL      ,TRIS3,Consumo Cíclico,Construção Civil,Incorporações,0.086,166366000.0,51883000.0,12.98,12.9,0.85,1.08,12.59,13.22,1.83,3.57,2.2,2.49,0.138,0.105,6.14,1939550000.0,1332510000.0,0.293,304632000.0,0.32,369412000.0,64780000.0,0.038,0.43,3.48,158404000.0,48033000.0,0.357,0.198,0.203,16.75,5.88,186618000.0,-0.316,0.132,0.488,1.078,2.834,-0.183,-0.084,-0.09,0.0,-0.084,1146030000.0,11.22,841125000.0,254701000.0,2158630000.0,2093850000.0
199,VIVER       ,VIVR3,Consumo Cíclico,Construção Civil,Incorporações,-0.129,-46254000.0,-9387000.0,-6.57,-6.98,-1.69,0.33,-2.52,-0.71,-0.64,-0.31,-0.53,-11.68,0.898,-0.141,-1.88,358187000.0,164346000.0,,22053000.0,-1.15,209643000.0,187590000.0,0.0,-0.03,0.43,-163516000.0,-79629000.0,1.539,4.64,-42.067,2.88,0.65,97029000.0,-0.551,-0.481,0.161,-0.704,-0.455,-0.42,-0.062,-0.098,-0.016,-0.062,-182109000.0,1.2,-9968990.0,7650000.0,304025000.0,116435000.0
